student_id,age_father,age_mother,edubg_father,edubg_mother,affiliation_father,affiliation_mother,family_income,is_only_child,live_on_campus,gathering_frequency_father,gathering_frequency_mother,family_traveling_times
93e434d5edae166c93ca3e59c9d56090,41,39,Undergraduate (part-time),Higher National Diploma (part-time),Private Enterprise,Public Sector,100000-150000,Yes,No,once every day,once every day,3,
3db63db5dc1d843986b8bac26564b08b,40,38,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Private Enterprise,Private Enterprise,100000-150000,Yes,No,once every day,once every day,3,
942ecea9dc894c97d22f58bdb15a0772,52,40,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Unknown,Unknown,0-100000,Yes,No,once every day,once every day,5,
ee24a81e978dee6450df161600cb9c58,41,36,Primary School,Primary School,Private Enterprise,Private Enterprise,0-100000,No,No,once every day,once every day,3,
33cf785f61a6fc06ddd152a86f3e1498,44,40,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Collective Enterprise,Unknown,0-100000,Yes,No,once every day,once every day,0,
ad33d3d78a4801c34353e3b9497980d8,38,36,Higher National Diploma (part-time),Secondary School (Vocatioinal Route),Unknown,Private Enterprise,0-100000,Yes,No,once more than a year,once every day,10,
40a6c7e2b53574fb3c7c5c7ccc3e73b4,38,38,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Unknown,Unknown,0-100000,Yes,No,once every day,once every day,2,
ee844d6c2e67fb602b886acb09a6fa83,53,41,Secondary School (Academic Route (Senior)),Primary School,Unknown,Unknown,0-100000,Yes,No,once every day,once every day,0,
9a4d1ea7e3d06205fa27f1450f0a53ff,39,39,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Sole Trader,Sole Trader,100000-150000,Yes,No,once every day,once every day,10,
fc441bfb287e91fe2d8e394fb51100a9,45,40,Undergraduate (part-time),Undergraduate (part-time),Public Sector,State-owned Enterprise,100000-150000,Yes,No,once every month,once every day,1,
000a880a13e9f127b5b8d5b2866d66fa,40,40,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Others,Others,0-100000,Yes,No,once every day,once every day,5,
051b5a8fb0ba5ffa99953d42b8f689c6,40,39,Undergraduate (part-time),Undergraduate (part-time),Sole Trader,State-owned Enterprise,150000-200000,Yes,No,once every day,once every day,2,
d9e7eeee2101f617bfb865e51f3277bb,42,40,Undergraduate (full-time),Secondary School (Academic Route (Senior)),Sole Trader,Sole Trader,0-100000,Yes,No,once every day,once every day,1,
4d65ae74325ed9efa7493808755ff8d4,37,35,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Junior)),Private Enterprise,Private Enterprise,200000-250000,No,No,once every day,once every day,2,
36353d81675ea50fde7cb3f993ba8ddc,43,39,Secondary School (Vocatioinal Route),Primary School,Public Sector,Collective Enterprise,0-100000,Yes,No,once every day,once every day,0,
b1da2119a9ae28caae25d4916e13d138,41,39,Undergraduate (part-time),Undergraduate (part-time),Private Enterprise,Private Enterprise,150000-200000,Yes,No,once every day,once every day,7,
c9b676c3faf7cf38a8c6914d9394b750,40,36,Primary School,Secondary School (Academic Route (Junior)),Unknown,Unknown,0-100000,Yes,No,once every day,once every day,10,
544deb3aaa0b7979501583c09c6f4c7b,39,42,Primary School,Primary School,Unknown,Unknown,0-100000,Yes,No,once every day,once every day,2,
d4842b9df4cd9d81a0aa68a143bb532c,48,47,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,150000-200000,No,No,once every day,once every day,1,
a9bd6961082d7d6845eaacf4f8af2c58,43,40,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Private Enterprise,Others,100000-150000,Yes,No,once every day,once every day,3,
daaddc1c57d13e009ab142aad39daf8e,40,37,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Sole Trader,Sole Trader,100000-150000,Yes,No,once every day,once every day,2,
254bd9a343a0cb17f573ed3ba94b3da9,39,38,Undergraduate (part-time),Undergraduate (part-time),State-owned Enterprise,State-owned Enterprise,0-100000,Yes,No,once every day,once every day,2,
b6a9b26341aad1332c5e1000d2fd3963,43,39,Higher National Diploma (part-time),Undergraduate (part-time),State-owned Enterprise,State-owned Enterprise,150000-200000,Yes,No,once every day,once every day,1,
746ba63b8f7d1d8fe4c6123d354a17b9,39,39,Secondary School (Academic Route (Junior)),Primary School,Unknown,Unknown,100000-150000,No,No,once every day,once every day,2,
4317773b37d83586053af3498082dd2f,36,36,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Private Enterprise,Sole Trader,100000-150000,No,No,once every day,once every six months,0,
8ef78304512e16ea70926d2cc5d2382a,40,43,Undergraduate (part-time),Higher National Diploma (full-time),Public Sector,State-owned Enterprise,100000-150000,Yes,No,once every week,once every day,2,
a7b7aa0ecd072568cea628b665895a26,44,39,Higher National Diploma (full-time),Secondary School (Academic Route (Senior)),Unknown,Unknown,100000-150000,Yes,No,once every day,once every day,3,
de86dbde928d590a7e1f2ff34fbe6873,39,36,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,150000-200000,No,No,once every month,once every day,6,
c26bec541360f411a50b8b536748875a,40,40,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Sole Trader,Sole Trader,0-100000,Yes,No,once every day,once every day,3,
047b2c6a0e9011692a2d9dd1be5e9e0b,39,39,Undergraduate (full-time),Undergraduate (full-time),Private Enterprise,Private Enterprise,300000 and above,No,No,once every day,once every day,10,
ead93ce02a285d0b0041fa4b639c0ea8,39,40,Secondary School (Academic Route (Senior)),Higher National Diploma (part-time),Private Enterprise,Unknown,100000-150000,Yes,No,once every day,once every day,16,
3ea98fe53ea6e1dab3cdaedfa9c4a3f4,37,37,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Sole Trader,Sole Trader,100000-150000,No,No,once every day,once every day,3,
dba6b5ec841001d47274c435c5b61f05,37,36,Primary School,Secondary School (Vocatioinal Route),Others,Collective Enterprise,100000-150000,Yes,No,once more than a year,once every day,4,
80d6ce9b8a00a89ce78a6a5fda48f311,39,39,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Senior)),Collective Enterprise,Collective Enterprise,0-100000,No,Yes,once every day,once every day,0,
001fe59e93f86be837a6d918981d17cc,36,36,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Private Enterprise,Public Sector,0-100000,Yes,No,once every day,once every day,1,
e0178d49ec6a2318f4bf061fc7d452fc,38,36,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Senior)),Collective Enterprise,Public Sector,0-100000,Yes,No,once every day,once every day,5,
c9a9da7c9a227cdc592572a5733df2ea,40,40,Secondary School (Academic Route (Senior)),Undergraduate (full-time),State-owned Enterprise,Unknown,0-100000,Yes,No,once every day,once every year,2,
b3bf3460fbf5198de9fcf60f24326393,38,35,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Collective Enterprise,Collective Enterprise,0-100000,Yes,No,once every day,once every day,1,
00cd5c0ab738f5a23827ff9326e47c53,42,35,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Private Enterprise,Unknown,300000 and above,No,Yes,once every day,once every day,2,
f9de55b385474f551ccf0eee7d739f5a,12,43,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Unknown,Unknown,150000-200000,No,No,once every day,once every day,1,
bfa333da9565ee5e373e130a0ca5390f,39,36,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Public Sector,Sole Trader,100000-150000,Yes,No,once every day,once every day,2,
fb71fb6461b84b88da0798760c8e8e36,55,50,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Unknown,Unknown,0-100000,No,No,once every day,once every day,0,
650142e07d4e424c99a21b5ff216f57a,46,42,Undergraduate (full-time),Secondary School (Vocatioinal Route),Private Enterprise,Private Enterprise,100000-150000,Yes,No,once every day,once every day,2,
c17309d68c5e3cefd29b402baa5b15b2,37,36,Higher National Diploma (part-time),Secondary School (Academic Route (Junior)),Public Sector,Public Sector,100000-150000,Yes,No,once every day,once every day,10,
a35a171b82cca882425eb2f850bdc17f,43,39,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Unknown,0-100000,Yes,No,once every day,once every day,0,
282a80093113019d41cd7af180ba709a,39,34,Secondary School (Academic Route (Junior)),Secondary School (Vocatioinal Route),Unknown,Unknown,100000-150000,Yes,No,once every week,once every month,1,
fa84a9a2ea6171c3891a41649314401d,37,36,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Senior)),Private Enterprise,Collective Enterprise,0-100000,Yes,No,once every day,once every day,2,
d617de62877e04e2ece08b5bc855931b,41,40,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,0-100000,No,No,once every day,once every day,10,
873fa6e5604dd3a1acd3eb4fc14e358e,40,33,Secondary School (Academic Route (Junior)),Primary School,Public Sector,Public Sector,0-100000,Yes,No,once every day,once every day,2,
4e75ce569e811ea672c4006d1a331268,38,37,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Collective Enterprise,Collective Enterprise,0-100000,Yes,No,once every day,once every day,7,
906804c1f5e63fa54d25d58d7001fa14,37,36,Undergraduate (full-time),Secondary School (Academic Route (Senior)),State-owned Enterprise,Sole Trader,100000-150000,No,No,once every day,once every day,3,
20a7d4ac669ed6c85fd0569c14e1c479,55,50,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,0-100000,No,No,once every week,once every day,1,
3239177fe9b9d6ee08438a34e2750533,38,37,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Unknown,Sole Trader,0-100000,Yes,No,once every month,once every day,3,
a6c5cdbb588e3838576d27bf040e60c5,46,42,Higher National Diploma (full-time),Higher National Diploma (part-time),Collective Enterprise,Collective Enterprise,100000-150000,Yes,Yes,once every day,once every day,2,
fda409b3b9b4ac7dc452d8251c6f99d2,40,39,Higher National Diploma (full-time),Higher National Diploma (full-time),Sole Trader,Sole Trader,300000 and above,Yes,No,once every day,once every day,12,
7784bcdf2a8f5b4fb5645d6ea2279f83,37,42,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,0-100000,No,No,once every day,once every day,1,
e00100a560889d5adc67bf54a19d5c76,42,39,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Senior)),State-owned Enterprise,State-owned Enterprise,0-100000,Yes,No,once every day,once every day,9,
c24cecaa0c903ecf9001121cac995b4f,48,47,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Junior)),Sole Trader,Collective Enterprise,100000-150000,No,No,once every day,once every day,4,
442f632a5d1d8e9b7bad9e8807b2fec4,42,43,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Private Enterprise,Unknown,0-100000,No,No,once every day,once every day,16,
d6f9626b22296f247f56c440c4a28f2a,45,41,Secondary School (Academic Route (Junior)),Secondary School (Vocatioinal Route),Unknown,Unknown,100000-150000,No,No,once every day,once every day,20,
706f1fd957d36150d22c774e3b42d234,40,39,Higher National Diploma (part-time),Undergraduate (part-time),State-owned Enterprise,State-owned Enterprise,100000-150000,Yes,No,once every day,once every day,4,
6646e86e16f05862e54d0d839ca106ae,38,37,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Junior)),Unknown,Unknown,0-100000,Yes,No,once every day,once every day,11,
ec7845e4027fbdbeb747cad5dbf7bf68,37,36,Undergraduate (part-time),Secondary School (Vocatioinal Route),Public Sector,Public Sector,0-100000,Yes,No,once every day,once every day,4,
85c273cc13898d17d9188db7a7f8d2da,40,48,Unschooled,Primary School,Unknown,Unknown,0-100000,No,No,once every year,once every day,10,
3d29e24d2ad6b3aed9ec992b1b7d81ba,40,40,Secondary School (Academic Route (Junior)),Primary School,Sole Trader,Sole Trader,150000-200000,No,No,once every day,once every day,10,
632a7d59e7a9716ffa73d091818413bb,40,40,Secondary School (Academic Route (Junior)),Primary School,Private Enterprise,Private Enterprise,0-100000,No,No,once every day,once every day,3,
17e91d6766f97a541198c998eafebf73,40,38,Secondary School (Academic Route (Junior)),Primary School,Collective Enterprise,State-owned Enterprise,0-100000,Yes,No,once every day,once every day,1,
17ca312361eb12afa2a8b2cca3a9f9a0,41,36,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Private Enterprise,Private Enterprise,100000-150000,No,No,once every day,once every day,10,
b1daa4b54580a53feb27f416cb721d73,37,35,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Unknown,Unknown,0-100000,Yes,No,once every day,once every day,4,
16699c361d9230ac0dae87576209a155,44,40,Higher National Diploma (part-time),Higher National Diploma (part-time),Public Sector,Public Sector,100000-150000,Yes,No,once every day,once every day,3,
745c02b8ce0475e0822d6fb525a35667,40,38,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Public Sector,Others,0-100000,Yes,No,once every day,once every day,1,
d11d5850a871b7742cbd266380a3865a,43,40,Secondary School (Vocatioinal Route),Higher National Diploma (part-time),Unknown,Collective Enterprise,0-100000,Yes,No,once every day,once every day,1,
7693579e6abcc73df58e9efd77f4c225,51,48,Undergraduate (part-time),Undergraduate (part-time),Public Sector,State-owned Enterprise,150000-200000,Yes,No,once every day,once every day,51,
fe4f6200da3852ab817d87f4a3e2f7bf,38,38,Secondary School (Academic Route (Senior)),Primary School,Unknown,Others,0-100000,Yes,Yes,once every day,once every day,3,
f227b797b7315ef793545835a7374389,37,36,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Private Enterprise,Private Enterprise,0-100000,Yes,No,once every day,once every day,0,
6daf684b7319b618783c64f570185386,43,42,Postgraduate,Undergraduate (full-time),Public Sector,Private Enterprise,300000 and above,Yes,Yes,once every day,once every day,0,
83233df05ec565741a3ecae17634180b,40,40,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Unknown,Unknown,0-100000,No,No,once every day,once every week,4,
3dd49fd188e484f2ff8fa0b08bef2cf1,34,33,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,200000-250000,No,No,once every day,once every day,8,
f8c40c4c5a39519c64bd4fd0a537b0f5,45,40,Postgraduate,Higher National Diploma (part-time),Private Enterprise,Public Sector,200000-250000,Yes,No,once every day,once every six months,3,
0a93d953f65bd537ba0e99570a39ec27,41,37,Primary School,Primary School,Others,Others,0-100000,Yes,No,once every day,once every day,1,
d5556fe6ab235bbeb99c14a33489206b,40,41,Higher National Diploma (part-time),Higher National Diploma (full-time),Collective Enterprise,Private Enterprise,100000-150000,Yes,No,once every day,once every day,1,
f2f8ff634b3df36ea5c2b94da114f189,39,37,Secondary School (Vocatioinal Route),Undergraduate (part-time),Unknown,Unknown,200000-250000,No,No,once every day,once every day,4,
